Manufacturer,Model,Age,Gender,Region,Sum,EV/Hybrid available,advertisement list API,(Ryvuss Query),link to list page of Encar.com,Unnamed: 10,Car type,Price,Country
BMW,3-Series (F30),35~39,M,Gyeonggi-do,2318,O,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.3ì‹œë¦¬ì¦ˆ._.Model.3ì‹œë¦¬ì¦ˆ (F30).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.3ì‹œë¦¬ì¦ˆ._.Model.3ì‹œë¦¬ì¦ˆ (F30).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.3ì‹œë¦¬ì¦ˆ._.Model.3ì‹œë¦¬ì¦ˆ (F30).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SMALL/COMPACT,3296,Japan
BMW,3-Series Gran Turismo (F34),35~39,M,Seoul,687,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.3ì‹œë¦¬ì¦ˆ._.Model.3ì‹œë¦¬ì¦ˆ.)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.3ì‹œë¦¬ì¦ˆ._.Model.3ì‹œë¦¬ì¦ˆ.)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.3ì‹œë¦¬ì¦ˆ._.Model.3ì‹œë¦¬ì¦ˆ.))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SMALL/COMPACT,2950,Japan
BMW,4-Series (F32),30~34,M,Seoul,1124,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.ê·¸ëž€íˆ¬ë¦¬ìŠ¤ëª¨ (GT_)._.Model.3ì‹œë¦¬ì¦ˆ GT (F34_).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.ê·¸ëž€íˆ¬ë¦¬ìŠ¤ëª¨ (GT_)._.Model.3ì‹œë¦¬ì¦ˆ GT (F34_).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.ê·¸ëž€íˆ¬ë¦¬ìŠ¤ëª¨ (GT_)._.Model.3ì‹œë¦¬ì¦ˆ GT (F34_).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SPORT,2929,Japan
BMW,5 Series (G30),35~39,M,Seoul,1568,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ (G30).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ (G30).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ (G30).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,MIDDLE,3654,Japan
BMW,5-Series (E60),40~44,M,Gyeonggi-do,693,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ (E60).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ (E60).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ (E60).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,,,Japan
BMW,5-Series (F10),35~39,M,Gyeonggi-do,3228,O,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ (F10).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ (F10).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ (F10).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,,,Japan
BMW,5-Series GT (F07),35~39,M,Seoul,957,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ GT (F07_).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ GT (F07_).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.5ì‹œë¦¬ì¦ˆ._.Model.5ì‹œë¦¬ì¦ˆ GT (F07_).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,MIDDLE,4711,Japan
BMW,6-Series (F12),35~39,M,Seoul,693,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.6ì‹œë¦¬ì¦ˆ._.Model.6ì‹œë¦¬ì¦ˆ (F12).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.6ì‹œë¦¬ì¦ˆ._.Model.6ì‹œë¦¬ì¦ˆ (F12).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.6ì‹œë¦¬ì¦ˆ._.Model.6ì‹œë¦¬ì¦ˆ (F12).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,,,Japan
BMW,7-Series (F01),40~44,M,Gyeonggi-do,707,O,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.7ì‹œë¦¬ì¦ˆ._.Model.7ì‹œë¦¬ì¦ˆ (F01).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.7ì‹œë¦¬ì¦ˆ._.Model.7ì‹œë¦¬ì¦ˆ (F01).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.7ì‹œë¦¬ì¦ˆ._.Model.7ì‹œë¦¬ì¦ˆ (F01).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,BIG,9362,Japan
BMW,7-Series (G11),40~44,M,Gyeonggi-do,483,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.7ì‹œë¦¬ì¦ˆ._.Model.7ì‹œë¦¬ì¦ˆ (G11).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.7ì‹œë¦¬ì¦ˆ._.Model.7ì‹œë¦¬ì¦ˆ (G11).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.7ì‹œë¦¬ì¦ˆ._.Model.7ì‹œë¦¬ì¦ˆ (G11).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,,,Japan
BMW,M3 (E90),35~39,M,Seoul,511,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.M3._.Model.M3 (E90).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.M3._.Model.M3 (E90).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.M3._.Model.M3 (E90).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SPORT,4462,Japan
BMW,M3 (F80),35~39,M,Gyeonggi-do,493,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.M3._.Model.M3 (F80).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.M3._.Model.M3 (F80).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.M3._.Model.M3 (F80).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SPORT,4493,Japan
BMW,X3 (F25),35~39,M,Seoul,840,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X3._.Model.X3 (F25).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X3._.Model.X3 (F25).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X3._.Model.X3 (F25).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SUV/RV,4610,Japan
BMW,X4 (F26),35~39,M,Seoul,396,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X4._.Model.X4 (F26).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X4._.Model.X4 (F26).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X4._.Model.X4 (F26).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SUV/RV,4405,Japan
BMW,X5 (E70),35~39,M,Gyeonggi-do,640,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X5._.Model.X5 (E70).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X5._.Model.X5 (E70).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X5._.Model.X5 (E70).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,,,Japan
BMW,X5 (F15),35~39,M,Seoul,1147,O,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X5._.Model.X5 (F15).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X5._.Model.X5 (F15).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X5._.Model.X5 (F15).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SUV/RV,6532,Japan
BMW,X6 (E71),35~39,M,Gyeonggi-do,493,O,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X6._.Model.X6 (E71).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X6._.Model.X6 (E71).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X6._.Model.X6 (E71).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SUV/RV,5904,Japan
BMW,X6 (F16),35~39,M,Seoul,639,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X6._.Model.X6 (F16).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X6._.Model.X6 (F16).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.X6._.Model.X6 (F16).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SUV/RV,6751,Japan
BMW,Z4 (E89),35~39,M,Gyeonggi-do,544,X,http://api.encar.com/search/car/list/premium?count=true&sr=|ModifiedDate|0|5&q=(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.Z4._.Model.Z4 (E89).)))),(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.Z4._.Model.Z4 (E89).)))),http://www.encar.com/fc/fc_carsearchlist.do?carType=for&searchType=model&TG.R=B#!%7B%22action%22%3A%22(And.Hidden.N._.(C.CarType.A._.(C.Manufacturer.BMW._.(C.ModelGroup.Z4._.Model.Z4 (E89).))))%22%2C%22toggle%22%3A%7B%7D%2C%22layer%22%3A%22%22%2C%22sort%22%3A%22ModifiedDate%22%2C%22page%22%3A1%2C%22limit%22%3A20%7D,,SPORT,4103,Japan
